city_id,city_name,country_code,app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,wind_dir,wind_gust_spd,wind_spd,weather_description,weather_icon,weather_code
1566083,Ho Chi Minh City,VN,37.1,109.1,87,23.9,127,950,71,1011,d,0,1009,final,64,1011,0,374,31.5,2025-04-01T10:45:00,2025-04-01T03:45:00,1743479100,4.3,7,295,8.4,2.04,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,36.4,112.3,87,23.9,128,956,74.6,1041,d,0,1008,final,66,1010,0,385,31,2025-04-01T11:00:00,2025-04-01T04:00:00,1743480000,4.6,7,350,8.4,1.5,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,36.4,130.9,87,23.9,129,958,76.9,1051,d,0,1008,final,66,1010,0,388,31,2025-04-01T11:15:00,2025-04-01T04:15:00,1743480900,4.7,7,270,8.2,1.5,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,36.4,149.4,87,23.9,129,960,79.2,1060,d,0,1008,final,66,1010,0,392,31,2025-04-01T11:30:00,2025-04-01T04:30:00,1743481800,4.7,7,195,8,1.5,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,37,168,93,24.4,130,962,81.5,1070,d,0.25,1008,final,68,1010,0,241,31,2025-04-01T11:45:00,2025-04-01T04:45:00,1743482700,4.3,6,120,7.8,1.5,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,37.6,186.5,100,24.9,130,964,83.9,1079,d,0.5,1008,final,70,1010,0,155,31,2025-04-01T12:00:00,2025-04-01T05:00:00,1743483600,3.8,6,40,7.6,1.5,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,35.9,202.3,93,25.5,129,962,81.2,1068,d,0.5,1008,final,79,1010,0,235,29.5,2025-04-01T12:15:00,2025-04-01T05:15:00,1743484500,4.3,6,200,7.4,1.25,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,33.4,218.2,87,25.8,129,959,78.6,1056,d,0.5,1008,final,88,1010,0,381,28,2025-04-01T12:30:00,2025-04-01T05:30:00,1743485400,4.7,6,360,7.2,1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,34,234,87,25.3,128,957,75.9,1045,d,0.5,1008,final,83,1010,0,380,28.5,2025-04-01T12:45:00,2025-04-01T05:45:00,1743486300,4.6,8,280,7,1.55,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,34.5,249.8,87,25,128,955,73.3,1033,d,0.5,1007,final,79,1009,0,377,29,2025-04-01T13:00:00,2025-04-01T06:00:00,1743487200,4.5,10,200,6.8,2.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,34.5,252.6,68,25,126,948,69.7,1002,d,0.5,1007,final,79,1009,0,684,29,2025-04-01T13:15:00,2025-04-01T06:15:00,1743488100,5.7,10,200,6.8,2.85,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,34.5,255.4,50,25,125,941,66.2,971,d,0.5,1007,final,79,1009,0,816,29,2025-04-01T13:30:00,2025-04-01T06:30:00,1743489000,6.6,10,200,6.8,3.6,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,34.5,258.3,68,25,123,934,62.6,939,d,0.25,1007,final,79,1009,0,641,29,2025-04-01T13:45:00,2025-04-01T06:45:00,1743489900,5,9,225,6.8,3.1,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,34.5,261.1,87,25,122,927,59,908,d,0,1006,final,79,1008,0,331,29,2025-04-01T14:00:00,2025-04-01T07:00:00,1743490800,3.5,8,250,6.8,2.6,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,34.5,262.3,87,25,119,913,55.3,860,d,0,1006,final,79,1008,0,314,29,2025-04-01T14:15:00,2025-04-01T07:15:00,1743491700,3.2,7,255,6.4,2.85,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,34.5,263.6,87,25,116,900,51.7,811,d,0,1006,final,79,1008,0,296,29,2025-04-01T14:30:00,2025-04-01T07:30:00,1743492600,2.9,7,260,6,3.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,35,264.8,87,25.4,113,887,48,763,d,0.5,1006,final,81,1008,0,277,29,2025-04-01T14:45:00,2025-04-01T07:45:00,1743493500,2.6,5,265,5.6,2.85,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,35.4,266.1,87,25.8,111,874,44.4,714,d,1,1005,final,83,1007,0,258,29,2025-04-01T15:00:00,2025-04-01T08:00:00,1743494400,2.3,4,270,5.2,2.6,Light rain,r01d,500
1566083,Ho Chi Minh City,VN,35,266.9,100,25.4,106,850,40.7,654,d,4,1005,final,81,1007,0,82,29,2025-04-01T15:15:00,2025-04-01T08:15:00,1743495300,1.6,5,255,5.3,1.8,Moderate rain,r02d,501
1566083,Ho Chi Minh City,VN,34.5,267.7,100,25,102,826,37,593,d,7,1005,final,79,1007,0,64,29,2025-04-01T15:30:00,2025-04-01T08:30:00,1743496200,1.4,6,240,5.4,1,Moderate rain,r02d,501
1566083,Ho Chi Minh City,VN,34.5,268.5,100,25,98,802,33.3,533,d,4.25,1005,final,79,1007,0,75,29,2025-04-01T15:45:00,2025-04-01T08:45:00,1743497100,1.2,5,225,5.5,1.55,Moderate rain,r02d,501
1566083,Ho Chi Minh City,VN,34.5,269.4,87,25,94,779,29.6,472,d,1.5,1005,final,79,1007,0,165,29,2025-04-01T16:00:00,2025-04-01T09:00:00,1743498000,1.4,5,210,5.6,2.1,Light rain,r01d,500
1566083,Ho Chi Minh City,VN,33.1,270,87,25.4,87,731,25.9,407,d,1,1005,final,86,1007,0,148,28,2025-04-01T16:15:00,2025-04-01T09:15:00,1743498900,1.2,5,115,6,2.85,Light rain,r01d,500
1566083,Ho Chi Minh City,VN,31.2,270.7,87,25.9,80,684,22.3,341,d,0.5,1005,final,94,1007,0,123,27,2025-04-01T16:30:00,2025-04-01T09:30:00,1743499800,1.1,6,20,6.4,3.6,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,27.7,271.4,87,25.5,73,637,18.6,276,d,0.5,1005,final,94,1007,0,100,26.5,2025-04-01T16:45:00,2025-04-01T09:45:00,1743500700,1,5,170,6.8,2.85,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,27.1,272.1,87,25,66,589,14.9,210,d,0.5,1006,final,94,1008,0,77,26,2025-04-01T17:00:00,2025-04-01T10:00:00,1743501600,0.9,5,320,7.2,2.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,27.5,272.8,68,24.3,51,445,11.2,158,d,0.5,1006,final,88,1008,0,108,26.5,2025-04-01T17:15:00,2025-04-01T10:15:00,1743502500,1.1,7,305,7.2,1.55,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,30,273.5,50,23.9,36,301,7.6,106,d,0.5,1006,final,83,1008,0,90,27,2025-04-01T17:30:00,2025-04-01T10:30:00,1743503400,1.4,9,290,7.2,1,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,30.3,274.2,68,24.5,21,157,3.9,54,d,0.75,1006,final,86,1008,0,37,27,2025-04-01T17:45:00,2025-04-01T10:45:00,1743504300,1.1,9,275,7.2,1,Drizzle,d02d,301
1566083,Ho Chi Minh City,VN,30.5,274.9,87,24.8,6,14,0.2,2,d,1,1006,final,88,1008,0,7,27,2025-04-01T18:00:00,2025-04-01T11:00:00,1743505200,0.8,10,260,7.2,1,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,31.7,275.6,87,24.9,5,10,-3.5,1,d,1.5,1006,final,86,1008,0,5,27.5,2025-04-01T18:15:00,2025-04-01T11:15:00,1743506100,0,10,240,6.9,1,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,32.6,276.4,100,24.8,3,7,-7.1,1,d,2,1006,final,83,1008,0,3,28,2025-04-01T18:30:00,2025-04-01T11:30:00,1743507000,0,9,215,6.6,1,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,33.1,277.1,100,25.4,2,3,-10.8,0,n,2,1006,final,86,1008,0,0,28,2025-04-01T18:45:00,2025-04-01T11:45:00,1743507900,0,9,190,6.3,1.8,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,33.4,277.9,100,25.8,0,0,-14.5,0,n,2,1007,final,88,1009,0,0,28,2025-04-01T19:00:00,2025-04-01T12:00:00,1743508800,0,8,170,6,2.6,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,32.3,278.9,93,25.9,0,0,-18.1,0,n,1.5,1007,final,91,1009,0,0,27.5,2025-04-01T19:15:00,2025-04-01T12:15:00,1743509700,0,7,145,5.5,2.85,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,31.2,279.8,100,25.9,0,0,-21.7,0,n,1,1007,final,94,1009,0,0,27,2025-04-01T19:30:00,2025-04-01T12:30:00,1743510600,0,6,120,5,3.1,Light rain,r01n,500
1566083,Ho Chi Minh City,VN,31.2,280.8,100,25.9,0,0,-25.3,0,n,0.5,1007,final,94,1009,0,0,27,2025-04-01T19:45:00,2025-04-01T12:45:00,1743511500,0,7,145,4.5,2.29,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,31.2,281.8,100,25.9,0,0,-29,0,n,0,1008,final,94,1010,0,0,27,2025-04-01T20:00:00,2025-04-01T13:00:00,1743512400,0,8,170,4,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.7,283.2,100,25.5,0,0,-32.5,0,n,0,1008,final,94,1010,0,0,26.5,2025-04-01T20:15:00,2025-04-01T13:15:00,1743513300,0,6,155,3.7,2.29,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,284.5,100,25,0,0,-36.1,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T20:30:00,2025-04-01T13:30:00,1743514200,0,5,140,3.4,3.1,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,285.9,100,25,0,0,-39.7,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T20:45:00,2025-04-01T13:45:00,1743515100,0,7,170,3.1,2.04,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,287.3,100,25,0,0,-43.2,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T21:00:00,2025-04-01T14:00:00,1743516000,0,9,205,2.8,1,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,289.7,93,25,0,0,-46.7,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T21:15:00,2025-04-01T14:15:00,1743516900,0,9,240,2.7,1,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,292.1,87,25,0,0,-50.1,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T21:30:00,2025-04-01T14:30:00,1743517800,0,10,270,2.6,1,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,294.5,87,25,0,0,-53.5,0,n,0,1008,final,94,1010,0,0,26,2025-04-01T21:45:00,2025-04-01T14:45:00,1743518700,0,10,275,2.5,0.75,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,296.8,87,25,0,0,-56.9,0,n,0,1009,final,94,1011,0,0,26,2025-04-01T22:00:00,2025-04-01T15:00:00,1743519600,0,10,275,2.4,0.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,301.9,87,25,0,0,-59.9,0,n,0,1009,final,94,1011,0,0,26,2025-04-01T22:15:00,2025-04-01T15:15:00,1743520500,0,10,280,2.1,0.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,307,87,25,0,0,-62.9,0,n,0,1009,final,94,1011,0,0,26,2025-04-01T22:30:00,2025-04-01T15:30:00,1743521400,0,10,285,1.8,0.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.2,312.1,87,25.5,0,0,-65.9,0,n,0,1009,final,97,1011,0,0,26,2025-04-01T22:45:00,2025-04-01T15:45:00,1743522300,0,10,285,1.5,1.3,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.3,317.2,87,26,0,0,-68.8,0,n,0,1009,final,100,1011,0,0,26,2025-04-01T23:00:00,2025-04-01T16:00:00,1743523200,0,10,290,2.1,2.1,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.2,238.5,68,25.5,0,0,-70.2,0,n,0,1009,final,97,1011,0,0,26,2025-04-01T23:15:00,2025-04-01T16:15:00,1743524100,0,9,295,2.1,2.1,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.1,159.9,50,25,0,0,-71.6,0,n,0,1009,final,94,1011,0,0,26,2025-04-01T23:30:00,2025-04-01T16:30:00,1743525000,0,8,300,2.1,2.1,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.2,81.3,68,25.5,0,0,-72.9,0,n,0,1009,final,97,1011,0,0,26,2025-04-01T23:45:00,2025-04-01T16:45:00,1743525900,0,6,315,2.35,2.35,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.3,2.7,87,26,0,0,-74.3,0,n,0,1009,final,100,1011,0,0,26,2025-04-02T00:00:00,2025-04-01T17:00:00,1743526800,0,4,330,2.6,2.6,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.2,13.4,87,25.5,0,0,-72.7,0,n,0,1009,final,97,1011,0,0,26,2025-04-02T00:15:00,2025-04-01T17:15:00,1743527700,0,5,340,2.4,2.04,Fog,a05n,741
1566083,Ho Chi Minh City,VN,27.1,24.2,87,25,0,0,-71,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T00:30:00,2025-04-01T17:30:00,1743528600,0,5,350,2.8,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,34.9,87,25,0,0,-69.4,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T00:45:00,2025-04-01T17:45:00,1743529500,0,5,340,3.2,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,45.7,87,25,0,0,-67.8,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T01:00:00,2025-04-01T18:00:00,1743530400,0,6,330,3.6,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,50.3,68,25,0,0,-64.7,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T01:15:00,2025-04-01T18:15:00,1743531300,0,6,340,3,1.25,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,55,50,25,0,0,-61.7,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T01:30:00,2025-04-01T18:30:00,1743532200,0,6,345,2.4,1,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,59.6,68,25,0,0,-58.6,0,n,0,1009,final,94,1011,0,0,26,2025-04-02T01:45:00,2025-04-01T18:45:00,1743533100,0,6,350,1.8,1.25,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,64.3,87,25,0,0,-55.6,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T02:00:00,2025-04-01T19:00:00,1743534000,0,6,360,1.5,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,66.5,87,25,0,0,-52.1,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T02:15:00,2025-04-01T19:15:00,1743534900,0,6,355,1.5,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,68.8,87,25,0,0,-48.7,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T02:30:00,2025-04-01T19:30:00,1743535800,0,7,350,1.8,1.5,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,27.1,71,68,25,0,0,-45.3,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T02:45:00,2025-04-01T19:45:00,1743536700,0,7,350,2.1,1.5,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,73.2,50,25,0,0,-41.8,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T03:00:00,2025-04-01T20:00:00,1743537600,0,8,350,2.4,1.5,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,74.5,50,25,0,0,-38.2,0,n,0,1008,final,94,1009,0,0,26,2025-04-02T03:15:00,2025-04-01T20:15:00,1743538500,0,7,185,1.5,1.5,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27.1,75.9,50,25,0,0,-34.7,0,n,0,1008,final,94,1010,0,0,26,2025-04-02T03:30:00,2025-04-01T20:30:00,1743539400,0,6,20,2.2,1.5,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27,77.2,50,24.4,0,0,-31.1,0,n,0,1008,final,91,1010,0,0,26,2025-04-02T03:45:00,2025-04-01T20:45:00,1743540300,0,6,20,2.1,2.04,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27,78.5,50,23.9,0,0,-27.5,0,n,0,1008,final,88,1010,0,0,26,2025-04-02T04:00:00,2025-04-01T21:00:00,1743541200,0,6,20,2.6,2.6,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27,79.5,68,23.9,0,0,-23.9,0,n,0.25,1008,final,88,1010,0,0,26,2025-04-02T04:15:00,2025-04-01T21:15:00,1743542100,0,6,15,2.6,2.6,Broken clouds,c03n,803
1566083,Ho Chi Minh City,VN,27,80.4,87,23.9,0,0,-20.2,0,n,0.5,1007,final,88,1009,0,0,26,2025-04-02T04:30:00,2025-04-01T21:30:00,1743543000,0,6,10,2.6,2.6,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,26.4,81.3,87,23.4,0,0,-16.6,0,n,0.5,1007,final,88,1009,0,0,25.5,2025-04-02T04:45:00,2025-04-01T21:45:00,1743543900,0,8,20,2.6,2.6,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,25.9,82.3,87,22.9,0,0,-13,0,n,0.5,1007,final,88,1009,0,0,25,2025-04-02T05:00:00,2025-04-01T22:00:00,1743544800,0,10,30,2.6,2.6,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,25.9,83,87,23.2,4,26,-9.3,3,d,0.25,1008,final,90,1010,0,5,25,2025-04-02T05:15:00,2025-04-01T22:15:00,1743545700,0,10,35,2.47,2.47,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,25.9,83.8,87,23.4,9,52,-5.7,6,d,0,1008,final,91,1010,0,11,25,2025-04-02T05:30:00,2025-04-01T22:30:00,1743546600,0,10,40,2.35,2.35,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,26,84.5,87,23.6,13,78,-2,9,d,0,1008,final,92,1010,0,16,25,2025-04-02T05:45:00,2025-04-01T22:45:00,1743547500,0,10,45,2.22,2.22,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,26,85.2,87,24,17,103,1.7,12,d,0,1008,final,94,1010,0,21,25,2025-04-02T06:00:00,2025-04-01T23:00:00,1743548400,0.8,10,50,2.1,2.1,Overcast clouds,c04n,804
1566083,Ho Chi Minh City,VN,26,85.9,87,24,30,232,5.3,68,d,0,1008,final,94,1010,0,54,25,2025-04-02T06:15:00,2025-04-01T23:15:00,1743549300,0.8,9,50,2.35,2.35,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,26,86.6,87,24,43,360,9,124,d,0,1008,final,94,1010,0,46,25,2025-04-02T06:30:00,2025-04-01T23:30:00,1743550200,0.8,8,50,2.6,2.6,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,26,87.2,87,24,57,488,12.7,180,d,0,1008,final,94,1010,0,66,25,2025-04-02T06:45:00,2025-04-01T23:45:00,1743551100,0.9,8,45,2.5,2.35,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,26,87.9,87,24,70,616,16.4,236,d,0,1008,final,94,1010,0,87,25,2025-04-02T07:00:00,2025-04-02T00:00:00,1743552000,0.9,8,40,2.8,2.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,26.6,88.6,87,24.5,76,660,20.1,302,d,0,1008,final,94,1010,0,111,25.5,2025-04-02T07:15:00,2025-04-02T00:15:00,1743552900,1,6,45,3.1,2.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,27.1,89.3,87,25,83,703,23.8,367,d,0,1009,final,94,1011,0,134,26,2025-04-02T07:30:00,2025-04-02T00:30:00,1743553800,1.1,5,50,3.4,2.1,Overcast clouds,c04d,804
1566083,Ho Chi Minh City,VN,27.6,90,68,24.9,89,747,27.4,432,d,0,1009,final,91,1011,0,295,26.5,2025-04-02T07:45:00,2025-04-02T00:45:00,1743554700,1.7,5,60,3.7,2.35,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,30.5,90.6,50,24.8,96,791,31.1,498,d,0,1009,final,88,1011,0,419,27,2025-04-02T08:00:00,2025-04-02T01:00:00,1743555600,2.4,6,70,4,2.6,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,31.7,91.5,43,24.9,100,813,34.8,557,d,0.25,1009,final,86,1011,0,487,27.5,2025-04-02T08:15:00,2025-04-02T01:15:00,1743556500,2.9,7,70,4.7,2.85,Broken clouds,c03d,803
1566083,Ho Chi Minh City,VN,32.6,92.3,37,24.8,104,835,38.5,617,d,0.5,1009,final,83,1011,0,552,28,2025-04-02T08:30:00,2025-04-02T01:30:00,1743557400,3.6,8,70,5.4,3.1,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,32.3,93.1,31,24.4,108,858,42.2,677,d,0.25,1009,final,81,1011,0,617,28,2025-04-02T08:45:00,2025-04-02T01:45:00,1743558300,4.3,9,80,6.1,3.35,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,31.8,93.9,25,23.8,112,880,45.9,736,d,0,1010,final,78,1012,0,679,28,2025-04-02T09:00:00,2025-04-02T02:00:00,1743559200,5.1,10,90,6.8,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,32.7,95.2,25,23.9,115,892,49.5,783,d,0,1010,final,76,1012,0,722,28.5,2025-04-02T09:15:00,2025-04-02T02:15:00,1743560100,5.7,10,100,7.3,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,33.5,96.4,25,23.9,117,905,53.2,830,d,0,1010,final,74,1012,0,765,29,2025-04-02T09:30:00,2025-04-02T02:30:00,1743561000,6.3,10,110,7.8,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,34.3,97.7,25,23.9,120,918,56.8,877,d,0,1010,final,72,1012,0,808,29.5,2025-04-02T09:45:00,2025-04-02T02:45:00,1743561900,6.9,10,125,8.3,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,35,99,25,23.9,122,930,60.5,924,d,0,1010,final,70,1012,0,852,30,2025-04-02T10:00:00,2025-04-02T03:00:00,1743562800,7.5,10,140,8.8,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,35.8,102,25,23.9,124,937,64.1,953,d,0,1010,final,68,1012,0,879,30.5,2025-04-02T10:15:00,2025-04-02T03:15:00,1743563700,8,10,130,10.1,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,36.4,105,25,23.9,125,943,67.6,983,d,0,1009,final,66,1011,0,906,31,2025-04-02T10:30:00,2025-04-02T03:30:00,1743564600,8.5,10,120,11.4,3.6,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,35.9,108,25,23.4,127,950,71.2,1012,d,0,1009,final,64,1011,0,935,31,2025-04-02T10:45:00,2025-04-02T03:45:00,1743565500,9,10,115,12.7,3.1,Scattered clouds,c02d,802
1566083,Ho Chi Minh City,VN,35.4,111.1,25,22.9,128,956,74.8,1042,d,0,1009,final,62,1011,0,965,31,2025-04-02T11:00:00,2025-04-02T04:00:00,1743566400,9.5,10,110,14,2.6,Scattered clouds,c02d,802
