TaxiID,TimeStamp,Longitude,Latitude
1,2008-02-03 08:10:29,116.6917,39.85163
1,2008-02-03 08:30:29,116.69171,39.85166
1,2008-02-03 08:40:29,116.69169,39.85168
1,2008-02-03 08:50:30,116.69169,39.85165
1,2008-02-03 09:00:30,116.69169,39.85163
1,2008-02-03 09:10:29,116.69169,39.85161
1,2008-02-03 09:20:29,116.69172,39.85106
1,2008-02-03 09:30:29,116.6917,39.85133
1,2008-02-03 09:40:29,116.69171,39.85165
1,2008-02-03 09:50:30,116.69165,39.85179
1,2008-02-03 10:00:29,116.69167,39.85173
1,2008-02-03 10:10:29,116.69156,39.8517
1,2008-02-03 10:20:29,116.69157,39.85171
1,2008-02-03 10:30:29,116.69285,39.85167
1,2008-02-03 10:40:29,116.65945,39.88563
1,2008-02-03 10:50:29,116.6174,39.9057
1,2008-02-03 11:00:29,116.57833,39.91297
1,2008-02-03 11:10:29,116.54256,39.91501
1,2008-02-03 11:20:28,116.51629,39.90905
1,2008-02-03 11:30:29,116.49705,39.90693
1,2008-02-03 11:40:29,116.43653,39.90566
1,2008-02-03 11:50:29,116.45075,39.87495
1,2008-02-03 12:00:29,116.45551,39.88319
1,2008-02-03 18:35:14,116.58425,39.91108
1,2008-02-03 18:45:14,116.62556,39.90534
1,2008-02-03 18:55:14,116.63713,39.90953
1,2008-02-03 19:05:14,116.65749,39.88708
1,2008-02-03 19:15:14,116.69302,39.8516
1,2008-02-03 19:25:14,116.69149,39.85161
1,2008-02-03 19:35:14,116.6915,39.85161
1,2008-02-03 19:45:14,116.69152,39.85162
1,2008-02-03 19:55:14,116.69154,39.85162
1,2008-02-03 20:05:14,116.69155,39.85164
1,2008-02-03 20:15:13,116.69155,39.85165
1,2008-02-03 20:25:13,116.69155,39.85166
1,2008-02-03 20:35:13,116.69156,39.85166
1,2008-02-03 20:45:13,116.69156,39.85165
1,2008-02-03 20:55:14,116.69151,39.85193
1,2008-02-03 21:05:14,116.69159,39.85168
1,2008-02-03 21:15:13,116.69159,39.85162
1,2008-02-03 21:35:13,116.69161,39.85195
1,2008-02-03 21:45:13,116.69164,39.8518
1,2008-02-03 21:55:14,116.69159,39.8517
1,2008-02-03 22:05:14,116.69162,39.85174
1,2008-02-03 22:15:13,116.6916,39.85172
1,2008-02-03 22:25:13,116.6916,39.85175
1,2008-02-03 22:35:13,116.69161,39.85178
1,2008-02-03 22:45:13,116.6916,39.85179
1,2008-02-03 22:55:13,116.6916,39.85181
1,2008-02-03 23:15:12,116.6916,39.85181
1,2008-02-03 23:25:12,116.69163,39.85195
1,2008-02-03 23:35:13,116.69159,39.85173
1,2008-02-03 23:45:12,116.69158,39.85175
1,2008-02-03 23:55:13,116.6916,39.85177
1,2008-02-04 00:05:13,116.69161,39.85172
1,2008-02-04 00:15:12,116.69163,39.85174
1,2008-02-04 00:25:12,116.69164,39.85173
1,2008-02-04 00:35:12,116.69167,39.8517
1,2008-02-04 00:45:12,116.69174,39.85169
1,2008-02-04 00:55:13,116.69162,39.85159
1,2008-02-04 01:05:13,116.69162,39.8516
1,2008-02-04 01:15:12,116.69162,39.85158
1,2008-02-04 01:25:12,116.69162,39.85158
1,2008-02-04 01:35:12,116.69162,39.85161
1,2008-02-04 01:45:12,116.69159,39.85188
1,2008-02-04 01:55:12,116.69162,39.85182
1,2008-02-04 02:05:12,116.69162,39.85176
1,2008-02-04 02:15:12,116.69169,39.8518
1,2008-02-04 02:25:11,116.69169,39.85172
1,2008-02-04 02:35:11,116.69163,39.85159
1,2008-02-04 02:45:11,116.69163,39.85167
1,2008-02-04 02:55:12,116.69164,39.85168
1,2008-02-04 03:05:12,116.69164,39.85169
1,2008-02-04 03:15:11,116.69164,39.85169
1,2008-02-04 03:25:11,116.69163,39.85168
1,2008-02-04 03:35:11,116.69163,39.85168
1,2008-02-04 03:45:11,116.69162,39.85169
1,2008-02-04 03:55:12,116.69162,39.85169
1,2008-02-04 04:05:12,116.69161,39.85169
1,2008-02-04 04:15:11,116.6916,39.85169
1,2008-02-04 04:25:11,116.6916,39.8517
1,2008-02-04 04:35:11,116.6916,39.8517
1,2008-02-04 04:45:11,116.69161,39.85171
1,2008-02-04 04:55:11,116.69159,39.85128
1,2008-02-04 05:05:11,116.69171,39.85171
1,2008-02-04 05:15:11,116.69166,39.85158
1,2008-02-04 05:25:11,116.69164,39.8516
1,2008-02-04 05:35:11,116.6916,39.85163
1,2008-02-04 05:45:11,116.69156,39.85164
1,2008-02-04 05:55:11,116.69155,39.85165
1,2008-02-04 06:05:11,116.69149,39.85166
1,2008-02-04 06:15:10,116.6915,39.85179
1,2008-02-04 06:25:10,116.6913,39.85196
1,2008-02-04 06:35:10,116.69141,39.85192
1,2008-02-04 06:45:10,116.69158,39.85164
1,2008-02-04 06:55:11,116.69158,39.85168
1,2008-02-04 07:05:11,116.69139,39.8518
1,2008-02-04 07:15:10,116.6916,39.85167
1,2008-02-04 07:25:10,116.69162,39.85173
1,2008-02-04 07:35:10,116.69161,39.85174
1,2008-02-04 07:45:10,116.69162,39.85173
1,2008-02-04 07:55:11,116.69152,39.85141
1,2008-02-04 08:05:11,116.69165,39.85185
1,2008-02-04 08:15:10,116.69161,39.85176
1,2008-02-04 08:25:10,116.69163,39.85176
1,2008-02-04 08:35:10,116.69162,39.85172
1,2008-02-04 08:45:10,116.69163,39.8516
1,2008-02-04 08:55:10,116.69163,39.85156
1,2008-02-04 09:05:10,116.69163,39.85154
1,2008-02-04 09:15:09,116.69163,39.85152
1,2008-02-04 09:25:09,116.69159,39.85156
1,2008-02-04 09:35:10,116.69162,39.85166
1,2008-02-04 09:45:09,116.69163,39.85186
1,2008-02-04 09:55:10,116.69162,39.85185
1,2008-02-04 10:05:10,116.69162,39.85171
1,2008-02-04 10:15:09,116.67003,39.87709
1,2008-02-04 10:25:09,116.63086,39.9044
1,2008-02-04 10:35:09,116.57792,39.9129
1,2008-02-04 10:45:09,116.53787,39.915
1,2008-02-04 10:55:09,116.50839,39.90916
1,2008-02-04 11:05:09,116.5094,39.90679
1,2008-02-04 17:28:21,116.47511,39.91397
1,2008-02-04 17:38:21,116.51175,39.9155
1,2008-02-04 17:48:21,116.51672,39.90887
1,2008-02-04 21:08:39,116.69169,39.85151
1,2008-02-04 21:18:38,116.69159,39.85204
1,2008-02-04 21:28:37,116.69158,39.85187
1,2008-02-04 21:38:37,116.69162,39.85178
1,2008-02-04 21:48:37,116.69161,39.85176
1,2008-02-04 22:08:38,116.6916,39.85179
1,2008-02-04 22:18:38,116.69158,39.85178
1,2008-02-04 22:28:37,116.69157,39.85179
1,2008-02-04 22:38:37,116.69157,39.85181
1,2008-02-04 22:48:37,116.69157,39.85182
1,2008-02-04 22:58:37,116.69157,39.85182
1,2008-02-04 23:08:37,116.69157,39.85182
1,2008-02-04 23:18:37,116.69157,39.85182
1,2008-02-04 23:28:37,116.69152,39.85145
1,2008-02-04 23:38:37,116.6915,39.85155
1,2008-02-04 23:48:37,116.69145,39.85184
2,2008-02-03 08:01:17,116.43982,39.87955
2,2008-02-03 08:06:19,116.41398,39.90013
2,2008-02-03 08:07:23,116.41917,39.9035
2,2008-02-03 08:11:20,116.43249,39.89679
2,2008-02-03 08:12:25,116.42931,39.89543
2,2008-02-03 08:16:22,116.41905,39.89601
2,2008-02-03 08:17:40,116.42634,39.89217
2,2008-02-03 08:21:24,116.44935,39.88321
2,2008-02-03 08:27:30,116.44474,39.87063
2,2008-02-03 08:31:27,116.45465,39.87202
2,2008-02-03 08:36:29,116.45552,39.90032
2,2008-02-03 08:41:30,116.45355,39.95317
2,2008-02-03 08:46:32,116.4949,39.99839
2,2008-02-03 08:47:37,116.50592,40.00837
2,2008-02-03 08:56:35,116.57561,40.04372
2,2008-02-03 09:01:37,116.58067,40.04806
2,2008-02-03 09:16:42,116.582,40.07134
2,2008-02-03 09:22:48,116.58447,40.07911
2,2008-02-03 09:31:47,116.51207,40.01393
2,2008-02-03 09:36:48,116.45677,39.96421
2,2008-02-03 09:46:52,116.45531,39.91317
2,2008-02-03 09:47:56,116.45525,39.90946
2,2008-02-03 09:53:04,116.45208,39.89665
2,2008-02-03 09:56:55,116.4496,39.89045
2,2008-02-03 10:03:01,116.40989,39.89163
2,2008-02-03 10:06:57,116.39044,39.88958
2,2008-02-03 10:11:59,116.37018,39.88805
2,2008-02-03 10:13:04,116.36677,39.88798
2,2008-02-03 10:23:07,116.34712,39.89642
2,2008-02-03 10:28:09,116.34872,39.89664
2,2008-02-03 10:32:06,116.35042,39.89179
2,2008-02-03 10:33:36,116.348,39.88842
2,2008-02-03 10:38:12,116.36549,39.88785
2,2008-02-03 10:42:09,116.37774,39.88798
2,2008-02-03 10:48:15,116.39472,39.89339
2,2008-02-03 10:52:12,116.3941,39.89727
2,2008-02-03 11:22:26,116.45525,39.88639
2,2008-02-03 11:25:41,116.4592,39.90698
2,2008-02-03 11:27:27,116.4729,39.90691
2,2008-02-03 11:30:43,116.47194,39.90773
2,2008-02-03 11:32:29,116.46939,39.91241
2,2008-02-03 11:35:44,116.4633,39.91104
2,2008-02-03 11:37:31,116.45628,39.90733
2,2008-02-03 11:41:01,116.45507,39.90035
2,2008-02-03 11:42:32,116.45026,39.89618
2,2008-02-03 11:45:48,116.45493,39.88665
2,2008-02-03 11:50:49,116.44329,39.88332
2,2008-02-03 11:52:36,116.44518,39.88322
2,2008-02-03 11:55:51,116.45487,39.87304
2,2008-02-03 11:57:37,116.44755,39.86101
2,2008-02-03 12:00:53,116.46603,39.84263
2,2008-02-03 12:02:39,116.45762,39.84091
2,2008-02-03 12:05:54,116.46164,39.83995
2,2008-02-03 12:07:41,116.45883,39.84971
2,2008-02-03 12:15:58,116.45529,39.89037
2,2008-02-03 12:17:44,116.45551,39.89887
2,2008-02-03 12:20:59,116.4705,39.90674
2,2008-02-03 12:22:46,116.48245,39.90531
2,2008-02-03 12:26:01,116.48978,39.90706
2,2008-02-03 12:27:47,116.48064,39.90731
2,2008-02-03 12:36:04,116.47216,39.92131
2,2008-02-03 12:37:51,116.4722,39.92752
2,2008-02-03 12:41:06,116.46306,39.9325
2,2008-02-03 12:42:52,116.45658,39.93254
2,2008-02-03 12:46:08,116.44946,39.93247
2,2008-02-03 12:51:09,116.42925,39.93241
2,2008-02-03 12:52:56,116.42789,39.93279
2,2008-02-03 12:56:11,116.41963,39.93871
2,2008-02-03 12:57:57,116.43019,39.93909
2,2008-02-03 13:01:12,116.4301,39.93849
2,2008-02-03 13:02:59,116.43786,39.93983
2,2008-02-03 13:06:14,116.43272,39.94208
2,2008-02-03 13:08:01,116.43663,39.9462
2,2008-02-03 13:11:15,116.44416,39.93572
2,2008-02-03 13:13:01,116.44395,39.92603
2,2008-02-03 13:16:16,116.444,39.92027
2,2008-02-03 13:18:03,116.44382,39.90957
2,2008-02-03 13:21:18,116.45476,39.9064
2,2008-02-03 13:23:05,116.45507,39.90327
2,2008-02-03 13:26:20,116.44961,39.89204
2,2008-02-03 13:28:06,116.45007,39.88609
2,2008-02-03 13:31:21,116.45479,39.88098
2,2008-02-03 13:33:08,116.45468,39.87086
2,2008-02-03 13:36:23,116.4581,39.88069
2,2008-02-03 13:38:10,116.4581,39.88069
2,2008-02-03 16:19:26,116.45774,39.88114
2,2008-02-03 16:20:11,116.45777,39.88113
2,2008-02-03 16:25:13,116.45535,39.87985
2,2008-02-03 16:29:29,116.45009,39.87489
2,2008-02-03 16:30:14,116.4493,39.87489
2,2008-02-03 16:34:31,116.4422,39.86768
2,2008-02-03 16:39:33,116.43265,39.8645
2,2008-02-03 16:40:18,116.42973,39.86456
2,2008-02-03 16:44:34,116.42206,39.86437
2,2008-02-03 16:45:19,116.42148,39.86435
2,2008-02-03 16:49:36,116.41733,39.85662
2,2008-02-03 16:50:21,116.41709,39.85655
2,2008-02-03 16:54:38,116.37903,39.85568
2,2008-02-03 16:55:23,116.36955,39.85575
2,2008-02-03 16:59:39,116.35677,39.84458
2,2008-02-03 17:00:24,116.35567,39.84455
2,2008-02-03 17:04:41,116.37281,39.85546
2,2008-02-03 17:05:26,116.37858,39.8555
2,2008-02-03 17:09:43,116.4029,39.85546
2,2008-02-03 17:10:28,116.40499,39.85558
2,2008-02-03 17:14:44,116.40784,39.85732
2,2008-02-03 17:15:29,116.40805,39.86057
2,2008-02-03 17:19:46,116.41288,39.86219
2,2008-02-03 17:20:31,116.41276,39.86362
2,2008-02-03 17:24:48,116.41529,39.86824
2,2008-02-03 17:25:33,116.41498,39.87527
2,2008-02-03 17:29:49,116.42508,39.88277
2,2008-02-03 17:30:34,116.42516,39.88352
2,2008-02-03 17:35:36,116.44348,39.89215
2,2008-02-03 17:39:53,116.45,39.88428
2,2008-02-03 17:40:38,116.45,39.88428
2,2008-02-03 17:44:54,116.43036,39.88307
2,2008-02-03 17:45:39,116.42606,39.88291
2,2008-02-03 17:49:56,116.40725,39.887
2,2008-02-03 17:50:41,116.40384,39.8869
2,2008-02-03 17:54:58,116.39278,39.88513
2,2008-02-03 17:55:43,116.39234,39.88317
2,2008-02-03 17:59:59,116.39263,39.87991
2,2008-02-03 18:00:44,116.39266,39.87974
2,2008-02-03 18:05:01,116.40605,39.88689
2,2008-02-03 18:05:46,116.40927,39.88694
2,2008-02-03 18:10:03,116.42045,39.89209
2,2008-02-03 18:10:48,116.42095,39.8921
2,2008-02-03 18:15:04,116.42408,39.89604
2,2008-02-03 18:15:49,116.42465,39.89434
2,2008-02-03 18:20:06,116.42138,39.89586
2,2008-02-03 18:20:51,116.42106,39.89847
2,2008-02-03 18:25:08,116.4126,39.89979
2,2008-02-03 18:25:53,116.40954,39.89973
2,2008-02-03 18:30:09,116.40075,39.89985
2,2008-02-03 18:30:54,116.4007,39.90045
2,2008-02-03 18:35:11,116.40081,39.90317
2,2008-02-03 18:35:56,116.40076,39.90422
2,2008-02-03 18:40:13,116.40062,39.90955
2,2008-02-03 18:40:57,116.40063,39.91134
2,2008-02-03 18:45:14,116.39643,39.92064
2,2008-02-03 18:45:59,116.39359,39.92208
2,2008-02-03 18:50:16,116.38751,39.92215
2,2008-02-03 18:51:01,116.38752,39.92215
2,2008-02-03 18:55:17,116.38529,39.91142
2,2008-02-03 18:56:02,116.38529,39.91142
2,2008-02-03 19:00:19,116.38554,39.9082
2,2008-02-03 19:01:04,116.38562,39.90693
2,2008-02-03 19:05:20,116.38544,39.89958
2,2008-02-03 19:06:05,116.38042,39.89887
2,2008-02-03 19:10:21,116.37216,39.89858
2,2008-02-03 19:11:07,116.37216,39.89858
2,2008-02-03 19:15:23,116.3613,39.89832
2,2008-02-03 19:16:08,116.35683,39.89817
2,2008-02-03 19:20:25,116.34639,39.89666
2,2008-02-03 19:21:10,116.34581,39.89657
2,2008-02-03 19:25:26,116.34182,39.89649
2,2008-02-03 19:26:11,116.34121,39.89652
2,2008-02-03 19:30:28,116.33727,39.89647
2,2008-02-03 19:31:13,116.33681,39.89644
2,2008-02-03 19:35:30,116.33379,39.89627
2,2008-02-03 19:36:15,116.33059,39.89606
2,2008-02-03 19:40:31,116.31848,39.89575
2,2008-02-03 19:45:33,116.30135,39.89587
2,2008-02-03 19:46:18,116.29783,39.89589
2,2008-02-03 19:50:35,116.29161,39.88829
2,2008-02-03 19:51:20,116.29447,39.88831
2,2008-02-03 19:55:36,116.30396,39.8871
2,2008-02-03 19:56:21,116.30336,39.88409
2,2008-02-03 20:00:38,116.3007,39.88048
2,2008-02-03 20:01:23,116.3001,39.88108
2,2008-02-03 20:05:40,116.31057,39.88528
2,2008-02-03 20:10:41,116.32394,39.88856
2,2008-02-03 20:11:26,116.32914,39.88858
2,2008-02-03 20:15:43,116.35045,39.88828
2,2008-02-03 20:16:28,116.35148,39.88805
2,2008-02-03 20:20:45,116.35982,39.88786
2,2008-02-03 20:21:30,116.36321,39.88786
2,2008-02-03 20:25:46,116.36853,39.89449
2,2008-02-03 20:26:31,116.36869,39.89501
2,2008-02-03 20:30:48,116.3821,39.89877
2,2008-02-03 20:31:33,116.38329,39.89887
2,2008-02-03 20:35:50,116.39823,39.89927
2,2008-02-03 20:36:35,116.40395,39.89944
2,2008-02-03 20:40:51,116.41199,39.89965
2,2008-02-03 20:41:36,116.41253,39.89958
2,2008-02-03 20:45:53,116.4323,39.89852
2,2008-02-03 20:46:38,116.43008,39.9029
2,2008-02-03 20:51:40,116.4279,39.93427
2,2008-02-03 20:55:56,116.43447,39.94806
2,2008-02-03 20:56:41,116.44342,39.95193
2,2008-02-03 21:00:58,116.44115,39.96143
2,2008-02-03 21:01:43,116.4405,39.96185
2,2008-02-03 21:06:00,116.42271,39.96838
2,2008-02-03 21:11:01,116.44078,39.96097
2,2008-02-03 21:11:46,116.44404,39.95888
2,2008-02-03 21:16:03,116.45532,39.9446
2,2008-02-03 21:16:48,116.45527,39.94107
2,2008-02-03 21:21:05,116.45526,39.92951
2,2008-02-03 21:21:49,116.45523,39.92641
2,2008-02-03 21:26:06,116.44417,39.91646
2,2008-02-03 21:26:51,116.44414,39.91264
2,2008-02-03 21:31:08,116.455,39.90572
2,2008-02-03 21:31:53,116.45492,39.90179
2,2008-02-03 21:36:10,116.45992,39.89203
2,2008-02-03 21:36:54,116.4655,39.89202
2,2008-02-03 21:41:11,116.48597,39.8918
2,2008-02-03 21:41:56,116.49152,39.89181
2,2008-02-03 21:46:13,116.49861,39.89401
2,2008-02-03 21:46:58,116.49651,39.89207
2,2008-02-03 21:51:14,116.47166,39.89197
2,2008-02-03 21:51:59,116.47166,39.89197
2,2008-02-03 21:56:16,116.47108,39.88967
2,2008-02-03 21:57:01,116.47119,39.88537
2,2008-02-03 22:01:18,116.4594,39.88062
2,2008-02-03 22:02:03,116.45852,39.88121
2,2008-02-03 22:04:03,116.45774,39.88118
2,2008-02-03 22:09:10,116.45765,39.88121
2,2008-02-04 07:49:31,116.45865,39.88105
2,2008-02-04 07:52:46,116.45245,39.87486
2,2008-02-04 07:54:33,116.45003,39.88288
2,2008-02-04 07:57:47,116.44463,39.87931
2,2008-02-04 07:59:34,116.44972,39.87491
2,2008-02-04 08:02:49,116.45437,39.88314
2,2008-02-04 08:04:36,116.45483,39.88315
2,2008-02-04 08:07:50,116.4558,39.90326
2,2008-02-04 08:09:38,116.45544,39.90629
2,2008-02-04 08:12:52,116.44202,39.8924
2,2008-02-04 08:14:39,116.43914,39.88287
2,2008-02-04 08:17:54,116.41131,39.86984
2,2008-02-04 08:19:41,116.38615,39.87014
2,2008-02-04 08:22:55,116.34828,39.8683
2,2008-02-04 08:24:43,116.34923,39.86654
2,2008-02-04 08:27:57,116.36182,39.86681
2,2008-02-04 08:29:44,116.36829,39.86907
2,2008-02-04 08:32:59,116.37576,39.88175
2,2008-02-04 08:34:46,116.38512,39.88494
2,2008-02-04 08:39:48,116.40575,39.89135
2,2008-02-04 08:43:02,116.41282,39.89565
2,2008-02-04 08:44:49,116.42127,39.89536
2,2008-02-04 08:49:51,116.44298,39.88341
2,2008-02-04 08:53:05,116.43209,39.89841
2,2008-02-04 08:54:53,116.43007,39.90846
2,2008-02-04 09:03:09,116.4115,39.9158
2,2008-02-04 09:04:56,116.41159,39.90707
2,2008-02-04 09:08:10,116.41176,39.89577
2,2008-02-04 09:09:58,116.41836,39.89592
2,2008-02-04 09:13:12,116.42931,39.89215
2,2008-02-04 09:14:59,116.44225,39.89216
2,2008-02-04 09:18:14,116.44384,39.8833
2,2008-02-04 09:20:01,116.44468,39.88244
2,2008-02-04 09:23:15,116.44681,39.88031
2,2008-02-04 09:25:03,116.44027,39.88038
2,2008-02-04 09:28:17,116.43815,39.89537
2,2008-02-04 09:30:04,116.42417,39.89938
2,2008-02-04 09:33:19,116.41242,39.89976
2,2008-02-04 09:35:06,116.40657,39.89971
2,2008-02-04 09:38:20,116.39418,39.89894
2,2008-02-04 09:40:08,116.39348,39.89885
2,2008-02-04 09:43:22,116.3762,39.89873
2,2008-02-04 09:45:09,116.3678,39.89847
2,2008-02-04 09:48:24,116.35088,39.90203
2,2008-02-04 09:50:11,116.35425,39.9042
2,2008-02-04 09:53:25,116.3571,39.89842
2,2008-02-04 09:55:13,116.3571,39.89842
2,2008-02-04 09:58:27,116.35713,39.89743
2,2008-02-04 10:00:14,116.35717,39.89246
2,2008-02-04 10:05:16,116.3573,39.88521
2,2008-02-04 10:08:30,116.36153,39.88612
2,2008-02-04 10:10:18,116.36669,39.88784
2,2008-02-04 10:13:32,116.37724,39.88803
2,2008-02-04 10:15:19,116.37762,39.88804
2,2008-02-04 10:18:34,116.37808,39.89797
2,2008-02-04 10:20:21,116.37796,39.8999
2,2008-02-04 10:23:35,116.38543,39.9004
2,2008-02-04 10:25:23,116.38963,39.89871
2,2008-02-04 10:28:37,116.40518,39.89951
2,2008-02-04 10:30:24,116.41185,39.89968
2,2008-02-04 10:33:39,116.42036,39.89922
2,2008-02-04 10:35:26,116.42555,39.89928
2,2008-02-04 10:38:40,116.42581,39.89374
2,2008-02-04 10:40:27,116.42623,39.89616
2,2008-02-04 10:43:42,116.43321,39.89225
2,2008-02-04 10:45:29,116.44953,39.89028
2,2008-02-04 10:48:44,116.4496,39.89139
2,2008-02-04 10:53:45,116.42135,39.894
2,2008-02-04 10:55:32,116.41976,39.89599
2,2008-02-04 10:58:47,116.41542,39.89587
2,2008-02-04 11:00:34,116.41695,39.89609
2,2008-02-04 11:05:36,116.42448,39.89222
2,2008-02-04 11:08:50,116.44424,39.89215
2,2008-02-04 11:10:37,116.44959,39.8893
2,2008-02-04 11:38:14,116.41903,39.89213
2,2008-02-04 11:42:21,116.3978,39.89118
2,2008-02-04 11:43:15,116.39237,39.8901
2,2008-02-04 11:47:22,116.37847,39.89294
2,2008-02-04 11:48:18,116.37829,39.89497
2,2008-02-04 11:52:24,116.36861,39.89848
2,2008-02-04 11:53:18,116.36542,39.89839
2,2008-02-04 11:57:26,116.33809,39.89797
2,2008-02-04 11:58:20,116.33773,39.89801
2,2008-02-04 12:02:27,116.35031,39.90114
2,2008-02-04 12:03:22,116.3502,39.90025
2,2008-02-04 12:07:29,116.35725,39.89022
2,2008-02-04 12:12:31,116.35732,39.88897
2,2008-02-04 12:13:30,116.35734,39.88863
2,2008-02-04 12:17:32,116.36467,39.88791
2,2008-02-04 12:18:27,116.36628,39.88784
2,2008-02-04 12:22:34,116.36734,39.88781
2,2008-02-04 12:23:28,116.36661,39.88799
2,2008-02-04 12:27:35,116.36745,39.88769
2,2008-02-04 12:28:30,116.37505,39.88789
2,2008-02-04 12:32:37,116.3952,39.89039
2,2008-02-04 12:33:32,116.40051,39.89111
2,2008-02-04 12:37:39,116.4058,39.89854
2,2008-02-04 12:38:33,116.40549,39.90038
2,2008-02-04 12:42:40,116.40992,39.90138
2,2008-02-04 12:43:35,116.40981,39.90146
2,2008-02-04 12:47:42,116.40991,39.90416
2,2008-02-04 12:48:37,116.4098,39.90627
2,2008-02-04 12:52:44,116.42234,39.90685
2,2008-02-04 12:53:38,116.42611,39.90544
2,2008-02-04 12:57:45,116.41531,39.90115
2,2008-02-04 12:58:40,116.41531,39.90115
2,2008-02-04 13:02:47,116.41339,39.9
2,2008-02-04 13:03:41,116.41333,39.89998
2,2008-02-04 13:07:49,116.40588,39.89967
2,2008-02-04 13:08:43,116.40157,39.8995
2,2008-02-04 13:12:50,116.38284,39.89905
2,2008-02-04 13:13:45,116.37897,39.89889
2,2008-02-04 13:17:52,116.36149,39.8985
2,2008-02-04 13:18:46,116.35864,39.89865
2,2008-02-04 13:22:54,116.32873,39.89632
2,2008-02-04 13:23:48,116.32244,39.89604
2,2008-02-04 13:27:55,116.31606,39.89607
2,2008-02-04 13:28:50,116.31551,39.89663
2,2008-02-04 13:32:57,116.31528,39.90425
2,2008-02-04 13:33:51,116.31529,39.90557
2,2008-02-04 13:37:59,116.32828,39.90544
2,2008-02-04 13:38:53,116.32946,39.90539
2,2008-02-04 13:43:00,116.33668,39.90585
2,2008-02-04 13:43:55,116.33857,39.90584
2,2008-02-04 13:48:02,116.35211,39.8976
2,2008-02-04 13:48:56,116.3567,39.89791
2,2008-02-04 13:53:04,116.38014,39.89865
2,2008-02-04 13:53:58,116.38669,39.89886
2,2008-02-04 13:58:05,116.40533,39.89943
2,2008-02-04 13:59:00,116.40533,39.89943
2,2008-02-04 14:03:07,116.41232,39.89609
2,2008-02-04 14:04:01,116.41237,39.89577
2,2008-02-04 14:08:09,116.41104,39.89554
2,2008-02-04 14:09:03,116.41177,39.89404
2,2008-02-04 14:13:10,116.39273,39.89023
2,2008-02-04 14:14:05,116.38956,39.88942
2,2008-02-04 14:18:12,116.37865,39.88822
2,2008-02-04 14:19:06,116.37177,39.88818
2,2008-02-04 14:23:14,116.37327,39.89847
2,2008-02-04 14:24:08,116.38273,39.89883
2,2008-02-04 14:28:15,116.40029,39.89935
2,2008-02-04 14:29:10,116.4003,39.89934
2,2008-02-04 14:33:17,116.40569,39.90358
2,2008-02-04 14:34:11,116.40603,39.9036
2,2008-02-04 14:38:18,116.41219,39.91058
2,2008-02-04 14:39:12,116.41521,39.91067
2,2008-02-04 14:43:19,116.41933,39.91564
2,2008-02-04 14:44:14,116.41809,39.91581
2,2008-02-04 15:36:18,116.41369,39.91558
2,2008-02-04 15:38:43,116.4201,39.9144
2,2008-02-04 15:41:19,116.42898,39.91092
2,2008-02-04 15:43:45,116.43029,39.90205
2,2008-02-04 15:46:21,116.45849,39.90324
2,2008-02-04 15:48:47,116.47144,39.89943
2,2008-02-04 15:51:23,116.47105,39.88386
2,2008-02-04 15:53:48,116.46197,39.88311
2,2008-02-04 15:56:24,116.45765,39.88112
2,2008-02-04 15:58:30,116.45774,39.88105
